X,Y,perte_charge
4.023322656,0.001787372,20.0
0.019644238,0.034734846,30.0
0.02063802,0.033807863,30.0
0.021299244,0.033303622,30.0
0.021861474,0.032856235,30.0
0.022315763,0.032269016,30.0
0.023062558,0.031787742,30.0
0.02386714,0.031313655,30.0
0.024666023,0.030939504,30.0
0.025561699,0.030386604,30.0
0.026819128,0.02975406,30.0
0.027527498,0.029442754,30.0
0.028215814,0.029003632,30.0
0.029240659,0.028571103,30.0
0.030136901,0.028229739,30.0
0.031146041,0.027934421,30.0
0.033404188,0.027311972,30.0
0.035289434,0.027026361,30.0
0.036924685,0.026864562,30.0
0.03826628,0.026703698,30.0
0.039711124,0.026543807,30.0
0.04087251,0.026384841,30.0
0.042067847,0.026148113,30.0
0.04353659,0.025952514,30.0
0.04518053,0.02579714,30.0
0.047534719,0.025719964,30.0
0.048992265,0.025642922,30.0
0.051333194,0.025374798,30.0
0.053638566,0.025185061,30.0
0.055283332,0.025109634,30.0
0.05776619,0.024996916,30.0
0.060277805,0.024959614,30.0
0.06255415,0.024884914,30.0
0.063943448,0.024810354,30.0
0.06981625,0.024625136,30.0
0.071759903,0.024588323,30.0
0.075085955,0.024514808,30.0
0.077388534,0.024441424,30.0
0.079981079,0.02440493,30.0
0.084612433,0.024149898,30.0
0.087928515,0.023969361,30.0
0.093020118,0.023683282,30.0
0.096268423,0.023541572,30.0
0.099767085,0.023435919,30.0
0.10212312,0.023330657,30.0
0.106856596,0.023086825,30.0
0.110740035,0.02287984,30.0
0.116831397,0.022505103,30.0
0.121077485,0.022437821,30.0
0.126515802,0.022236734,30.0
0.135320431,0.021971495,30.0
0.142568223,0.021741971,30.0
0.145335233,0.021644318,30.0
0.150629114,0.021266252,30.0
0.160719081,0.020871,30.0
0.167126463,0.020547138,30.0
0.171484882,0.020376513,30.0
0.180030111,0.020186411,30.0
0.194115132,0.019852754,30.0
0.203982389,0.019544811,30.0
0.214351134,0.019141521,30.0
0.226539316,0.018707528,30.0
0.240106574,0.018379058,30.0
0.256434994,0.017943736,30.0
0.266404495,0.017702278,30.0
0.279146895,0.017409563,30.0
0.288895408,0.017175278,30.0
0.303870304,0.016803431,30.0
0.317798027,0.016439602,30.0
0.331731022,0.016150914,30.0
0.343971431,0.015966899,30.0
0.359394521,0.015686538,30.0
0.373011011,0.015394983,30.0
0.389736049,0.015030296,30.0
0.410329123,0.014582747,30.0
0.428318994,0.014281953,30.0
0.44795086,0.01388561,30.0
0.469824984,0.013613454,30.0
0.480064561,0.013322142,30.0
0.49777819,0.013047339,30.0
0.509786734,0.01281817,30.0
0.519601776,0.012619295,30.0
0.533661216,0.012371836,30.0
0.547578926,0.012205386,30.0
0.563469039,0.01197856,30.0
0.579820325,0.011768226,30.0
0.602936877,0.011394052,30.0
0.626377809,0.011112632,30.0
0.646401166,0.010894797,30.0
0.67345544,0.010537452,30.0
0.702311436,0.010181228,30.0
0.729616018,0.009929813,30.0
0.750788627,0.009684547,30.0
0.777749381,0.009337655,30.0
0.810301534,0.009069217,30.0
0.840200694,0.008817668,30.0
0.862935325,0.008626852,30.0
0.886284959,0.00840504,30.0
0.921620341,0.008112536,30.0
0.958364823,0.007871163,30.0
1.006122557,0.007581518,30.0
1.030395188,0.00743297,30.0
1.070454613,0.007099952,30.0
1.099419518,0.006895876,30.0
1.142163597,0.006718735,30.0
1.185438505,0.00653252,30.0
1.226838449,0.006358087,30.0
1.263645066,0.006201208,30.0
1.315280179,0.006029401,30.0
1.340604655,0.005942195,30.0
1.375567402,0.005771479,30.0
1.415827862,0.005624005,30.0
1.470513958,0.0053864,30.0
1.539948027,0.005177527,30.0
1.59154228,0.005039807,30.0
1.639453326,0.004905746,30.0
1.697175281,0.004732524,30.0
1.736780839,0.004581832,30.0
1.759826534,0.004524566,30.0
1.821787178,0.004396389,30.0
1.876629761,0.00428723,30.0
1.929940691,0.004188314,30.0
1.984766005,0.004084344,30.0
2.031084066,0.004018914,30.0
2.099133616,0.003898126,30.0
2.1766241,0.003747185,30.0
2.23477166,0.003641121,30.0
2.294472251,0.003512746,30.0
2.379174142,0.003382913,30.0
2.434696154,0.003299053,30.0
2.520418217,0.003182894,30.0
2.574989952,0.003104035,30.0
2.635081611,0.00301632,30.0
2.709938792,0.002925892,30.0
2.814612828,0.00283319,30.0
2.889804531,0.002748323,30.0
2.967005232,0.002675608,30.0
3.036245361,0.002590878,30.0
3.137972617,0.002491055,30.0
3.232438391,0.002416646,30.0
3.302427275,0.002357063,30.0
3.357294282,0.002307183,30.0
3.452668923,0.002246406,30.0
3.492723952,0.002218602,30.0
3.550752775,0.002175618,30.0
3.6336164,0.002114627,30.0
3.700078256,0.00208114,30.0
3.830354523,0.00202299,30.0
3.939168452,0.001977006,30.0
3.991439442,0.001959632,30.0
4.017834258,0.001942375,30.0
0.019245086,0.052259209,50.0
0.020135265,0.051094368,50.0
0.020980465,0.050256724,50.0
0.02168224,0.049656185,50.0
0.022561788,0.049136654,50.0
0.02331665,0.048476598,50.0
0.024063734,0.04746735,50.0
0.025212394,0.046270086,50.0
0.026452285,0.045035302,50.0
0.027677336,0.044230546,50.0
0.02872181,0.043570917,50.0
0.030093511,0.043115149,50.0
0.031444337,0.042472208,50.0
0.032676084,0.042154435,50.0
0.033909629,0.04209133,50.0
0.034901167,0.041965158,50.0
0.035676031,0.041776492,50.0
0.036921346,0.041401651,50.0
0.037896811,0.041153651,50.0
0.039707185,0.040662074,50.0
0.041206293,0.04029727,50.0
0.04282081,0.040055978,50.0
0.044928271,0.039816203,50.0
0.046496766,0.039399731,50.0
0.048120121,0.039222715,50.0
0.049663636,0.03904648,50.0
0.05153884,0.038638097,50.0
0.053853267,0.038234042,50.0
0.054747748,0.038119406,50.0
0.056737151,0.038005256,50.0
0.061777715,0.037382741,50.0
0.06419856,0.036936257,50.0
0.067729458,0.036495232,50.0
0.071848071,0.036005379,50.0
0.074561299,0.035789876,50.0
0.077803071,0.035468941,50.0
0.07964029,0.035309576,50.0
0.083331417,0.034940434,50.0
0.08803569,0.034575245,50.0
0.092623281,0.034213851,50.0
0.098256077,0.033856321,50.0
0.102106785,0.033502358,50.0
0.105962943,0.033351984,50.0
0.110418449,0.03285487,50.0
0.116332144,0.032365277,50.0
0.12089137,0.032026936,50.0
0.125801941,0.031739817,50.0
0.130016345,0.031455215,50.0
0.133452621,0.031173105,50.0
0.140214524,0.030662483,50.0
0.149355735,0.030069858,50.0
0.153936016,0.029845051,50.0
0.159093061,0.029621956,50.0
0.161071092,0.029400331,50.0
0.161958132,0.029356235,50.0
0.167601451,0.029207592,50.0
0.182112961,0.028165618,50.0
0.196944326,0.027231434,50.0
0.207005518,0.026810936,50.0
0.212983804,0.026465365,50.0
0.221224412,0.026124348,50.0
0.228695984,0.025720809,50.0
0.235300604,0.025257791,50.0
0.240949996,0.024932214,50.0
0.257500464,0.024105287,50.0
0.270655287,0.023548977,50.0
0.282464469,0.023065264,50.0
0.29548892,0.022358095,50.0
0.311322084,0.021616494,50.0
0.324135604,0.021062831,50.0
0.33908184,0.020523408,50.0
0.356404363,0.019842696,50.0
0.378184346,0.01923455,50.0
0.400344519,0.018742114,50.0
0.424809572,0.018026787,50.0
0.44124628,0.0176108,50.0
0.453989835,0.017293901,50.0
0.476052317,0.016807436,50.0
0.505144462,0.016292432,50.0
0.534744108,0.015752262,50.0
0.55149502,0.015428764,50.0
0.579669884,0.014955979,50.0
0.597828171,0.014648855,50.0
0.618019871,0.014310869,50.0
0.643457554,0.013944511,50.0
0.684402204,0.013412519,50.0
0.719367139,0.012934281,50.0
0.756118581,0.012505538,50.0
0.804231658,0.011842654,50.0
0.84933932,0.011302558,50.0
0.892730501,0.01078709,50.0
0.91851384,0.010538282,50.0
0.947285979,0.010109905,50.0
0.998045625,0.009450677,50.0
1.041593745,0.009066659,50.0
1.084465692,0.008675713,50.0
1.139870359,0.008366595,50.0
1.192433433,0.008068482,50.0
1.253353699,0.007700725,50.0
1.298764637,0.007445613,50.0
1.320515473,0.007273918,50.0
1.361881414,0.007014724,50.0
1.401214779,0.006799953,50.0
1.421305,0.006643162,50.0
1.479806742,0.006356913,50.0
1.55172289,0.006051615,50.0
1.562807686,0.00600477,50.0
1.604134066,0.00586644,50.0
1.666203223,0.00561374,50.0
1.72657356,0.005470314,50.0
1.840805602,0.005221361,50.0
1.867199612,0.005154226,50.0
1.888629762,0.004963528,50.0
1.965353596,0.004809908,50.0
2.009009912,0.004703073,50.0
2.039584623,0.004612387,50.0
2.070624859,0.004537042,50.0
2.110814709,0.004436279,50.0
2.169585893,0.004305432,50.0
2.211696993,0.004235154,50.0
2.263932145,0.00414116,50.0
2.323773317,0.004001037,50.0
2.391755936,0.003871496,50.0
2.454975866,0.003734958,50.0
2.52332941,0.003597888,50.0
2.611454653,0.003471122,50.0
2.68785373,0.003353846,50.0
2.743789141,0.003269738,50.0
2.812450206,0.003164036,50.0
2.886791315,0.003084773,50.0
2.971245791,0.002980687,50.0
3.058171392,0.002893098,50.0
3.108980296,0.002846047,50.0
3.178040405,0.002754195,50.0
3.289031482,0.002645621,50.0
3.329930048,0.002598757,50.0
3.417949901,0.002526323,50.0
3.517944715,0.002459633,50.0
3.596090206,0.002405427,50.0
3.670927454,0.002355942,50.0
3.747321988,0.002300651,50.0
3.814815255,0.002246679,50.0
3.872873718,0.002207072,50.0
3.921032399,0.002161741,50.0
3.937217744,0.002136252,50.0
3.969789646,0.00210485,50.0
4.008131392,0.002086272,50.0
4.030206644,0.002061717,50.0
0.018990221,0.080987268,80.0
0.020013771,0.078885124,80.0
0.020546272,0.078196656,80.0
0.021213838,0.077514234,80.0
0.021753644,0.077126997,80.0
0.022537764,0.076453944,80.0
0.023403615,0.075313656,80.0
0.024136819,0.074376424,80.0
0.025179207,0.073358997,80.0
0.026296807,0.072446191,80.0
0.026843387,0.071813935,80.0
0.027748035,0.070742872,80.0
0.028617761,0.069862561,80.0
0.029650083,0.068906887,80.0
0.031215423,0.067879342,80.0
0.032489936,0.067202894,80.0
0.033585309,0.066449865,80.0
0.034717677,0.06578763,80.0
0.035888255,0.065050476,80.0
0.037826697,0.064321752,80.0
0.039146979,0.063680764,80.0
0.040190366,0.06328344,80.0
0.041308774,0.062731275,80.0
0.043391083,0.061873369,80.0
0.04480317,0.06141043,80.0
0.046155495,0.060798454,80.0
0.048095587,0.059742048,80.0
0.049774585,0.059146757,80.0
0.050868122,0.058630673,80.0
0.052523692,0.058192032,80.0
0.055045597,0.057252672,80.0
0.056707268,0.056682174,80.0
0.059430125,0.055697411,80.0
0.061084273,0.055073383,80.0
0.063579489,0.054184347,80.0
0.066938102,0.053309793,80.0
0.069912185,0.052844914,80.0
0.073353303,0.052187695,80.0
0.075740972,0.051667751,80.0
0.07901573,0.050897484,80.0
0.083667289,0.050076121,80.0
0.087685276,0.049515357,80.0
0.090954923,0.049145076,80.0
0.095213852,0.048291396,80.0
0.096972707,0.04781017,80.0
0.098992986,0.04800671,80.0
0.10174866,0.047350192,80.0
0.104940761,0.04699607,80.0
0.107738794,0.046586169,80.0
0.110484913,0.046064306,80.0
0.112783764,0.045719697,80.0
0.115262232,0.045320887,80.0
0.1176605,0.044981847,80.0
0.120935882,0.04425574,80.0
0.125015562,0.043432504,80.0
0.128937656,0.042946066,80.0
0.134513242,0.042731968,80.0
0.13825798,0.0423063,80.0
0.143249565,0.041571419,80.0
0.148251804,0.041105896,80.0
0.152728138,0.040645537,80.0
0.155549722,0.040341485,80.0
0.162090212,0.039393387,80.0
0.166793514,0.039001027,80.0
0.17202652,0.038612607,80.0
0.177829995,0.037894431,80.0
0.18215443,0.037470008,80.0
0.183829374,0.037329608,80.0
0.190031048,0.036589462,80.0
0.196217453,0.036044093,80.0
0.202142091,0.035418012,80.0
0.207769727,0.034933784,80.0
0.215271192,0.03419835,80.0
0.219499292,0.033815304,80.0
0.226385843,0.033186393,80.0
0.233488511,0.032609999,80.0
0.24108964,0.03192348,80.0
0.247518238,0.031408292,80.0
0.254700443,0.030862778,80.0
0.263896594,0.030288873,80.0
0.273737811,0.029688463,80.0
0.279433846,0.029282552,80.0
0.287871241,0.028594403,80.0
0.29386128,0.028097706,80.0
0.299632963,0.027644224,80.0
0.308680409,0.027062291,80.0
0.314743264,0.026692297,80.0
0.326854329,0.025934917,80.0
0.332132252,0.025708758,80.0
0.344912789,0.025199222,80.0
0.346494951,0.025104787,80.0
0.354921104,0.024576287,80.0
0.365220119,0.024149519,80.0
0.375388446,0.023879194,80.0
0.38539828,0.02337654,80.0
0.396128112,0.022913159,80.0
0.415154192,0.022319013,80.0
0.432611946,0.021740228,80.0
0.451320051,0.021203012,80.0
0.47029877,0.020679074,80.0
0.473538613,0.020601617,80.0
0.482806647,0.020172416,80.0
0.509281789,0.019741215,80.0
0.517401585,0.019613662,80.0
0.534031076,0.019111323,80.0
0.549019909,0.018743079,80.0
0.563314516,0.018381918,80.0
0.577981232,0.017988762,80.0
0.60487197,0.017377189,80.0
0.625548464,0.016859098,80.0
0.650780251,0.016180557,80.0
0.665088933,0.01580027,80.0
0.700173327,0.015131725,80.0
0.724107869,0.014712435,80.0
0.750342291,0.014150909,80.0
0.769878461,0.013729023,80.0
0.815312881,0.013091504,80.0
0.841518305,0.012811656,80.0
0.873732978,0.012376192,80.0
0.914384223,0.011878294,80.0
0.949388476,0.011474596,80.0
0.981842162,0.011060656,80.0
1.011397896,0.01070785,80.0
1.048041224,0.010232722,80.0
1.075329094,0.009949265,80.0
1.103327129,0.009611119,80.0
1.13653984,0.009264459,80.0
1.189418796,0.008834418,80.0
1.232513391,0.008589831,80.0
1.272128609,0.008352,80.0
1.318219763,0.008085761,80.0
1.385018522,0.007710566,80.0
1.40988555,0.007529512,80.0
1.45520154,0.007258075,80.0
1.519899365,0.006951312,80.0
1.574967491,0.006671895,80.0
1.60641843,0.006515297,80.0
1.664621849,0.006294123,80.0
1.69786363,0.00618639,80.0
1.731768549,0.00601517,80.0
1.773349916,0.00586138,80.0
1.833971403,0.005625879,80.0
1.8966649,0.005364994,80.0
1.93071891,0.005250474,80.0
1.996720594,0.005061416,80.0
2.024549392,0.004996348,80.0
2.097902993,0.004816493,80.0
2.139797426,0.004723931,80.0
2.217326274,0.004514777,80.0
2.226112213,0.004495353,80.0
2.280512495,0.004410438,80.0
2.363140375,0.004242614,80.0
2.408425939,0.00415575,80.0
2.448762329,0.004091795,80.0
2.47798652,0.004018383,80.0
2.573868815,0.003815882,80.0
2.635670963,0.003728184,80.0
2.724695146,0.003614416,80.0
2.796746575,0.003495054,80.0
2.850341276,0.003397147,80.0
2.953615117,0.00321785,80.0
3.017367642,0.003144004,80.0
3.134122611,0.003032557,80.0
3.247680453,0.002940244,80.0
3.397446059,0.00282886,80.0
3.545695052,0.002728783,80.0
3.656770265,0.002632238,80.0
3.691641059,0.002552151,80.0
3.789263382,0.002468294,80.0
3.825398888,0.002436794,80.0
3.945236696,0.002350798,80.0
3.982859822,0.002326811,80.0
4.001806034,0.002326843,80.0
4.020842058,0.002314944,80.0
4.039968792,0.002309034,80.0
0.019028897,0.094899175,125.0
0.020380582,0.092226739,125.0
0.021470187,0.090330581,125.0
0.022672072,0.088703529,125.0
0.02382837,0.087105777,125.0
0.024226792,0.086429841,125.0
0.024984495,0.084872936,125.0
0.026197018,0.083344208,125.0
0.027209481,0.082697636,125.0
0.028530387,0.08184333,125.0
0.029214712,0.081208313,125.0
0.030057601,0.080160802,125.0
0.031591736,0.078512867,125.0
0.032813077,0.077500226,125.0
0.034325018,0.07650072,125.0
0.036248864,0.075122981,125.0
0.037561426,0.074734108,125.0
0.039106505,0.073770281,125.0
0.041692265,0.072253969,125.0
0.042997606,0.071507543,125.0
0.045086074,0.070037622,125.0
0.046718892,0.069494412,125.0
0.048525843,0.06895545,125.0
0.051004011,0.068243339,125.0
0.052851319,0.067890169,125.0
0.054895552,0.067188959,125.0
0.056749025,0.066494951,125.0
0.058944013,0.065467238,125.0
0.063592178,0.063789732,125.0
0.066208932,0.063130957,125.0
0.068770109,0.062641444,125.0
0.070254069,0.062317171,125.0
0.073492872,0.061513727,125.0
0.075614965,0.061036667,125.0
0.082551563,0.059011417,125.0
0.085339119,0.058099419,125.0
0.091199971,0.056610796,125.0
0.095858415,0.055736137,125.0
0.10051606,0.054732654,125.0
0.105150354,0.053886989,125.0
0.109737644,0.052916772,125.0
0.115617062,0.051829386,125.0
0.123557725,0.050239946,125.0
0.128948217,0.049335449,125.0
0.135857076,0.048321723,125.0
0.146920694,0.046840097,125.0
0.152243246,0.046236296,125.0
0.159641085,0.045286254,125.0
0.161163286,0.045168929,125.0
0.179320834,0.042551418,125.0
0.185817252,0.04189402,125.0
0.19577348,0.040926922,125.0
0.206263087,0.039775054,125.0
0.218867152,0.038655723,125.0
0.231142115,0.037665541,125.0
0.243526926,0.036510603,125.0
0.267769824,0.034484464,125.0
0.283459493,0.033601252,125.0
0.316897901,0.031736905,125.0
0.329158928,0.031084909,125.0
0.349273281,0.029975919,125.0
0.375930649,0.028756978,125.0
0.412375423,0.026811074,125.0
0.429348163,0.026124371,125.0
0.443848628,0.02532334,125.0
0.458452022,0.024485672,125.0
0.47169233,0.024044999,125.0
0.494614489,0.023187214,125.0
0.512533968,0.022418048,125.0
0.522355015,0.022014509,125.0
0.536166832,0.021394971,125.0
0.563557188,0.020260248,125.0
0.593754218,0.019235646,125.0
0.613807991,0.018743034,125.0
0.646698318,0.017980976,125.0
0.673316223,0.017520601,125.0
0.714462756,0.016677975,125.0
0.745636426,0.016041455,125.0
0.776326259,0.015469333,125.0
0.819868028,0.014687237,125.0
0.874108839,0.01387261,125.0
0.918764255,0.013035241,125.0
0.958851938,0.012376225,125.0
1.007836967,0.011629269,125.0
1.082189893,0.010899309,125.0
1.129409344,0.010456377,125.0
1.175895918,0.010057519,125.0
1.227203953,0.009598905,125.0
1.296035212,0.009019816,125.0
1.401591756,0.008323373,125.0
1.48372138,0.007862071,125.0
1.555827294,0.007484332,125.0
1.608376608,0.007236421,125.0
1.686540267,0.006835423,125.0
1.751798057,0.006574905,125.0
1.867696857,0.00613078,125.0
1.958464143,0.005836425,125.0
2.068313495,0.005541918,125.0
2.163691069,0.005303338,125.0
2.290479795,0.00499686,125.0
2.442018972,0.004635607,125.0
2.524499868,0.004379062,125.0
2.685143759,0.004062676,125.0
2.769260028,0.003938619,125.0
2.89009599,0.003749914,125.0
3.009056358,0.003570306,125.0
3.177833987,0.003321285,125.0
3.285170086,0.003178731,125.0
3.42039243,0.003003379,125.0
3.481070871,0.002933857,125.0
3.514423504,0.002885625,125.0
3.544714339,0.002855907,125.0
3.582091061,0.002811895,125.0
3.633695195,0.002748582,125.0
3.700129548,0.002689527,125.0
3.757015456,0.002639938,125.0
3.829354212,0.002575258,125.0
3.866044395,0.002548798,125.0
3.93297496,0.00250446,125.0
3.993440967,0.002465996,125.0
0.8984938839971703,0.0374724139758807,222.0
0.887759595184044,0.0379208308281154,222.0
0.9078317542925568,0.0374954046250736,222.0
0.8253771152505842,0.0391723792889363,122.0
0.8699968603649789,0.03818676735506,122.0
0.8904495858692791,0.0082218900817927,15.0
0.8714593024939067,0.0378948591036071,106.0
0.9016729520876092,0.0375776677442943,200.0
0.8981322381401986,0.037619854805667395,250.0
